,incident_id,date,state,city_or_county,address,latitude,longitude,zip,congressional_district,n_killed,n_injured,killed_and_injured,n_guns_involved,handgun,shotgun,assault_rifle,stolen,not_stolen,male,female,participant_count,participant_avg_age,Gun Freedom Score,Mean income (dollars),democrat,PVI #,extreme_left,extreme_right
533,173786,8/8/2014,District of Columbia,Washington,Second Street and Todd Place NE,38.9163,-77.0035,21723,1.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,2.0,161632,1,43,1,0
534,172929,8/9/2014,Pennsylvania,Philadelphia,Wyoming and Whitaker Avenues,40.0203,-75.1141,08103,13.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,7.4,50236,1,15,0,0
535,171802,8/9/2014,Minnesota,Minneapolis,400 3rd Ave N,44.9827,-93.2757,55304,5.0,1,8,9,,0,0,0,0,0,1,0,2,26.0,6.05,115955,1,26,0,0
536,172180,8/10/2014,California,Moreno Valley,16300 block of Heather Glen Road ,33.8836,-117.22200000000001,97828,41.0,0,7,7,,0,0,0,0,0,0,0,1,0.0,3.85,55343,1,12,0,0
537,172205,8/10/2014,District of Columbia,Washington,N Street SW,38.8745,-77.0174,14415,1.0,0,6,6,,0,0,0,0,0,1,0,2,24.5,2.0,60549,1,43,1,0
538,172288,8/10/2014,Georgia,Wrightsville,,32.7177,-82.7167,41647,10.0,0,6,6,,0,0,0,0,0,1,0,1,21.0,7.05,49266,0,15,0,0
539,172304,8/10/2014,Louisiana,New Orleans,5400 block of Burgundy St,29.9594,-90.0192,39140,2.0,2,5,7,2.0,1,0,0,0,0,1,1,8,18.1,6.9,48718,1,25,0,0
540,172763,8/11/2014,Texas,Dallas,,32.7878,-96.7999,75254,30.0,1,3,4,,0,0,0,0,0,1,0,1,18.0,6.8,77603,1,29,0,0
541,173369,8/12/2014,New York,Buffalo,Oakmont Avenue,42.9324,-78.8079,27703,26.0,1,3,4,,0,0,0,0,0,1,0,5,16.8,4.6,69967,1,11,0,0
542,173628,8/12/2014,Georgia,Bartow County,Brent Circle,34.1744,-84.8861,47060,11.0,2,3,5,,0,0,0,0,0,1,0,3,42.7,7.05,70180,0,17,0,0
543,174544,8/13/2014,Tennessee,Clarksville,Treeland Drive,36.5896,-87.3101,35652,7.0,0,4,4,,0,0,0,0,0,1,1,4,21.0,8.13,68206,0,20,0,1
544,175767,8/13/2014,Louisiana,New Orleans,New Orleans and North Rocheblave streets,29.9812,-90.0661,62087,2.0,0,4,4,,0,0,0,0,0,1,0,4,29.0,6.9,44861,1,25,0,0
545,174560,8/14/2014,Tennessee,Memphis,797 Pope Street,35.1554,-89.9561,70128,9.0,1,3,4,,0,0,0,0,0,1,1,2,37.0,8.13,58956,1,28,0,0
546,175030,8/14/2014,Illinois,Sauk Village,1751 block of Sauk Trail,41.4878,-87.5734,47708,2.0,1,3,4,,0,0,0,0,0,1,0,1,16.0,4.2,40325,1,29,0,0
547,175217,8/15/2014,Tennessee,Knoxville,5206 Inskip Road,36.0239,-83.9542,31050,2.0,2,2,4,,0,0,0,0,0,1,1,4,28.5,8.13,35340,0,20,0,1
548,175788,8/16/2014,Utah,Salt Lake City,122 Pierpont Avenue,40.764,-111.895,85258,2.0,0,6,6,,0,0,0,0,0,0,0,1,0.0,7.53,119273,0,16,0,0
549,175779,8/16/2014,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,40.6042,-74.4382,08850,12.0,1,3,4,,0,0,0,0,0,1,0,1,20.0,4.1,121147,1,16,0,0
550,175943,8/17/2014,Massachusetts,Boston,Edinboro Street,42.3518,-71.0597,02111,7.0,0,4,4,,0,0,0,0,0,1,0,3,25.3,3.7,131434,1,34,1,0
551,175698,8/17/2014,Illinois,Chicago,7900 block of South Merrill Avenue,41.7516,-87.5723,61814,2.0,0,4,4,,0,0,0,0,0,1,0,4,23.0,4.2,67234,1,29,0,0
552,175911,8/17/2014,New York,Queens,153-38 118th Ave,40.6809,-73.7885,10804,5.0,0,4,4,,0,0,0,0,0,1,1,4,23.8,4.6,223289,1,37,1,0
553,177770,8/17/2014,California,East Palo Alto,Purdue Street and Georgetown Avenue,37.479,-122.13799999999999,94553,14.0,1,3,4,,0,0,0,0,0,1,1,4,18.5,3.85,99896,1,27,0,0
554,175839,8/17/2014,Nevada,Las Vegas,Owens Avenue and H Street,36.1884,-115.152,83337,4.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,7.4,N,1,3,0,0
555,186611,8/17/2014,North Carolina,Enfield,Verna Road,36.181,-77.6666,23840,1.0,1,3,4,,0,0,0,0,0,1,0,1,0.0,6.9,55102,1,17,0,0
556,176571,8/18/2014,Rhode Island,North Providence,9 Eliot Ave,41.8625,-71.4539,01746,1.0,1,3,4,1.0,0,0,0,0,0,1,1,2,25.0,4.6,138315,1,14,0,0
557,178006,8/18/2014,Louisiana,Saint Martinville,Main and Hyacinth streets,30.1173,-91.8317,54610,3.0,0,4,4,,0,0,0,0,0,1,0,1,23.0,6.9,68211,0,20,0,1
558,178425,8/20/2014,Tennessee,Memphis,1400 block of Briarcrest Lane,35.1062,-89.859,70426,8.0,0,5,5,,0,0,0,0,0,1,0,1,0.0,8.13,71394,0,19,0,0
559,179057,8/22/2014,South Carolina,Darlington,2429 Zackview Dr,34.3532,-79.7658,15482,7.0,1,3,4,1.0,0,0,0,0,0,1,1,3,20.3,6.3,57916,0,9,0,0
560,180580,8/24/2014,Georgia,Augusta,1013 Carrie Street,33.4667,-81.9741,33809,12.0,1,3,4,,0,0,0,0,0,1,1,5,33.6,7.05,60725,0,9,0,0
561,180007,8/24/2014,California,San Fernando,1400 block of Celis Street ,34.286,-118.446,97721,29.0,3,4,7,,0,0,0,0,0,1,1,2,28.0,3.85,55237,1,29,0,0
562,180018,8/24/2014,Illinois,Chicago,8300 block of South Halsted Street,41.7432,-87.6442,61833,1.0,1,3,4,,0,0,0,0,0,1,0,4,35.5,4.2,49267,1,27,0,0
563,181098,8/25/2014,Illinois,Chicago,6700 block of South Stony Island Avenue,41.6599,-87.5787,49873,2.0,0,4,4,,0,0,0,0,0,1,1,4,20.5,4.2,56956,1,29,0,0
564,181121,8/26/2014,Oklahoma,Tulsa,2190 S. 109th East Avenue,36.1332,-95.8551,74146,1.0,4,0,4,,0,0,0,0,0,1,1,4,16.3,6.2,44000,0,17,0,0
565,181947,8/27/2014,Michigan,Detroit,16600 block of Edmore,42.4473,-82.9485,48475,14.0,1,3,4,,0,0,0,0,0,1,1,4,18.8,6.3,61337,1,30,0,0
566,182974,8/29/2014,Florida,Brooksville,820 Peach St,28.5457,-82.3908,32658,11.0,3,1,4,,0,0,0,0,0,1,1,4,43.5,6.45,54571,0,15,0,0
567,184564,8/31/2014,Alabama,Birmingham,Coosa Street,33.5438,-86.78299999999999,37219,7.0,2,2,4,,0,0,0,0,0,1,0,3,40.7,7.4,83138,1,20,0,0
568,183432,8/31/2014,California,Livermore,200 block of South Q Street ,37.6769,-121.779,95645,15.0,0,5,5,,0,0,0,0,0,1,1,1,21.0,3.85,50187,1,20,0,0
569,183390,8/31/2014,Illinois,Elmhurst,600 block of Chatham,41.8815,-87.9329,53177,5.0,4,0,4,,0,0,0,0,0,1,1,4,67.3,4.2,78338,1,20,0,0
570,184284,9/1/2014,North Carolina,Greensboro,Hewitt Street ,36.0574,-79.8625,15104,12.0,2,2,4,,0,0,0,0,0,1,0,5,23.4,6.9,35829,1,18,0,0
571,185128,9/2/2014,Oklahoma,Tulsa,2100 block of South 109th East Avenue,36.1329,-95.8553,74146,1.0,4,0,4,,0,0,0,0,0,1,1,4,16.3,6.2,44000,0,17,0,0
572,184507,9/2/2014,California,Highland,25000 block of Fifth Street ,34.1085,-117.23299999999999,92109,31.0,0,5,5,,0,0,0,0,0,1,1,2,19.5,3.85,87743,1,8,0,0
573,185196,9/2/2014,Mississippi,Jackson,3622 Medgar Evers Boulevard,32.365,-90.2419,62035,2.0,2,3,5,,0,0,0,0,0,1,0,5,31.8,7.4,78534,1,14,0,0
574,185440,9/3/2014,New York,Rochester,955 Hudson Street,43.1826,-77.5994,14485,25.0,1,3,4,,0,0,0,0,0,1,0,3,31.3,4.6,63524,1,8,0,0
575,185430,9/3/2014,California,Los Angeles,East 27th and Stanford ,34.0199,-118.26,91207,40.0,0,6,6,,0,0,0,0,0,1,0,1,0.0,3.85,134846,1,33,0,0
576,187921,9/4/2014,Florida,Middleburg,2530 Blanding Blvd,30.0688,-81.8662,32140,3.0,0,4,4,,0,0,0,0,0,1,1,1,2.0,6.45,46339,0,9,0,0
577,185393,9/4/2014,Michigan,Flint,2400 block of Martin Luther King Boulevard,43.0381,-83.7044,43525,5.0,0,5,5,,0,0,0,0,0,0,0,1,0.0,6.3,78352,1,5,0,0
578,188332,9/6/2014,Florida,Orlando,2015 Orange Blossom Trail,28.5205,-81.3966,32804,5.0,0,4,4,1.0,0,0,0,0,0,1,0,4,27.5,6.45,95568,1,12,0,0
579,186488,9/6/2014,Georgia,Macon,576 Poplar Street,32.8349,-83.6299,43614,2.0,0,5,5,,0,0,0,0,0,1,0,6,25.0,7.05,60928,1,6,0,0
580,187757,9/7/2014,California,Los Angeles,83rd and Broadway ,33.9642,-118.27799999999999,99134,43.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,3.85,71875,1,29,0,0
581,188222,9/8/2014,South Carolina,West Ashley,1840 Carriage Lane,32.7985,-79.9978,29407,1.0,2,2,4,,0,0,0,0,0,1,0,3,42.0,6.3,66930,0,10,0,0
582,189562,9/11/2014,Michigan,Detroit,14000 block of Patton,42.3728,-83.2434,40818,13.0,1,7,8,,0,0,0,0,0,1,0,1,0.0,6.3,25594,1,33,0,0
583,190599,9/14/2014,Alaska,Anchorage,225 E Fifth,61.2178,-149.88,99518,1.0,0,6,6,,0,0,0,0,0,1,1,5,25.6,8.0,93477,0,9,0,0
584,191269,9/14/2014,Virginia,Norfolk,Reservoir Avenue and Goff Street ,36.8565,-76.2665,23503,3.0,1,3,4,,0,0,0,0,0,1,0,2,23.5,6.9,57149,1,16,0,0
585,190874,9/14/2014,Texas,Flour Bluff,229 Naval Air Station Drive,27.6783,-97.2762,73026,27.0,3,1,4,1.0,0,0,0,0,0,1,1,5,44.8,6.8,100278,0,13,0,0
586,191416,9/15/2014,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,30.0111,-90.0097,54426,2.0,0,5,5,,0,0,0,0,0,1,0,5,39.2,6.9,66280,1,25,0,0
587,192851,9/18/2014,Florida,Bell,NW 30th Street and NW 39th Terrace,29.7555,-82.8626,28708,3.0,8,0,8,,0,0,0,0,0,1,1,8,14.6,6.45,89777,0,9,0,0
588,193570,9/19/2014,New York,Queens,32-14 106th St,40.7593,-73.8634,12572,14.0,0,4,4,,0,0,0,0,0,1,0,4,27.0,4.6,114554,1,29,0,0
589,193960,9/20/2014,Mississippi,Panola County,,34.3629,-89.8914,62670,2.0,2,2,4,,0,0,0,0,0,1,0,2,22.0,7.4,80362,1,14,0,0
590,194945,9/21/2014,Ohio,East Liverpool,440 First St,40.6315,-80.5543,26036,6.0,0,4,4,,0,0,0,0,0,1,1,1,0.0,7.4,82954,0,16,0,0
591,194127,9/21/2014,Pennsylvania,Philadelphia,Chew and Park Avenues,40.0397,-75.1434,18976,2.0,2,2,4,2.0,0,0,0,0,0,1,0,4,36.3,7.4,108368,1,40,1,0
592,198064,9/26/2014,South Carolina,Darlington County,600 block of Turner Road,34.2594,-79.7687,24064,7.0,1,4,5,,0,0,0,0,0,1,1,6,34.8,6.3,76916,0,9,0,0
593,197287,9/27/2014,Missouri,Saint Louis,2000 block East John Avenue,38.6717,-90.2098,70003,1.0,0,5,5,,0,0,0,0,0,0,0,1,0.0,7.4,71222,1,29,0,0
594,197416,9/28/2014,Pennsylvania,Philadelphia,2800 block of Hope Street,39.9927,-75.1312,18469,1.0,0,4,4,,0,0,0,0,0,1,0,4,31.3,7.4,69205,1,31,0,0
595,197318,9/28/2014,Indiana,Indianapolis,3600 English Avenue,39.7602,-86.104,35768,7.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,6.8,51942,1,11,0,0
596,197384,9/28/2014,Florida,Miami,NW 7th Ave and NW 64th Street,25.8341,-80.2086,15074,24.0,0,15,15,,0,0,0,0,0,1,1,6,15.3,6.45,62825,1,34,1,0
597,198051,9/29/2014,South Carolina,Walterboro,29 Sandy Dam Lane,32.885,-80.6203,26338,6.0,1,7,8,,0,0,0,0,0,1,0,13,20.8,6.3,47864,1,19,0,0
598,198527,9/29/2014,California,Fresno,2300 block of West Fountain Way ,36.7814,-119.838,89703,16.0,0,4,4,,0,0,0,0,0,1,1,1,19.0,3.85,87779,1,9,0,0
599,198488,9/30/2014,Michigan,Detroit,3000 block of Annabelle,42.2653,-83.1585,41141,13.0,0,5,5,,0,0,0,0,0,1,1,2,19.0,6.3,40264,1,33,0,0
600,202070,10/3/2014,Mississippi,Aberdeen,20230 Coontail Road,33.8691,-88.5554,62895,1.0,2,2,4,,0,0,0,0,0,1,1,2,52.5,7.4,58485,0,16,0,0
601,213104,10/3/2014,Mississippi,Monroe County,,33.8724,-88.49,53066,1.0,2,2,4,,0,0,0,0,0,1,1,1,0.0,7.4,104243,0,16,0,0
602,201648,10/4/2014,Tennessee,Memphis,1400 block of Gherald Street,35.1698,-89.9208,38122,9.0,2,2,4,,0,0,0,0,0,1,0,3,22.7,8.13,44016,1,28,0,0
603,222808,10/4/2014,North Carolina,Kinston,400 block of Sherman Street,35.2608,-77.5492,23847,1.0,0,4,4,,0,0,0,0,0,1,1,6,34.2,6.9,45949,1,17,0,0
604,201502,10/4/2014,California,Pomona,1925 West Holt Avenue ,34.0621,-117.78399999999999,92782,35.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,3.85,125916,1,19,0,0
605,200538,10/4/2014,Illinois,Chicago,4400 block of West Van Buren,41.8751,-87.7353,60970,7.0,1,3,4,,0,0,0,0,0,1,0,4,22.5,4.2,54818,1,38,1,0
606,201630,10/5/2014,Florida,Jacksonville,7300 block of Linda Drive,30.3871,-81.6722,26133,5.0,3,1,4,,0,0,0,0,0,1,1,1,0.0,6.45,61235,1,12,0,0
607,201052,10/5/2014,Michigan,Detroit,East 7 Mile Road and Sherwood Street,42.4338,-83.03399999999999,43223,14.0,1,5,6,,0,0,0,0,0,1,1,7,31.3,6.3,45478,1,30,0,0
608,202981,10/8/2014,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,33.7545,-84.3862,30328,5.0,0,4,4,,0,0,0,0,0,1,1,4,23.5,7.05,118635,1,34,1,0
609,202897,10/8/2014,Virginia,Richmond,100 block of East Roanoke Street,37.509,-77.4748,23047,3.0,4,0,4,,0,0,0,0,0,1,1,4,16.0,6.9,98099,1,16,0,0
610,204254,10/8/2014,New York,Guilderland,1846 Western Ave,42.6914,-73.8712,11208,20.0,4,0,4,,0,0,0,0,0,1,1,4,23.3,4.6,60247,1,7,0,0
611,203757,10/8/2014,Oklahoma,Oklahoma City,3200 S Prospect Avenue,35.4349,-97.4858,68653,5.0,1,4,5,,0,0,0,0,0,1,1,3,42.0,6.2,73934,0,10,0,0
612,203789,10/11/2014,Illinois,Chicago,4400 block of West Madison,41.881,-87.7358,60803,7.0,1,3,4,,0,0,0,0,0,1,1,4,20.0,4.2,66401,1,38,1,0
613,204236,10/11/2014,New York,Utica,222 Bleecker Street,43.1015,-75.2285,08066,22.0,0,5,5,,0,0,0,0,0,1,0,5,27.2,4.6,62571,0,6,0,0
614,204310,10/12/2014,California,Stockton,1100 block of East March Lane,38.0014,-121.29299999999999,97621,9.0,3,1,4,,0,0,0,0,0,1,1,3,19.7,3.85,N,1,8,0,0
615,204477,10/12/2014,Georgia,Atlanta,Arthur Langford Jr Place,33.6981,-84.4488,30258,5.0,1,3,4,,0,0,0,0,0,1,0,1,6.0,7.05,58554,1,34,1,0
616,205298,10/13/2014,Georgia,Atlanta,85 Mount Zion Road,33.6729,-84.3919,48864,5.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,7.05,105745,1,34,1,0
617,205726,10/14/2014,Georgia,Peachtree Corners,6505 Bannor Lane,33.9505,-84.2511,31006,7.0,3,2,5,,0,0,0,0,0,1,1,5,34.2,7.05,46131,0,9,0,0
618,206303,10/16/2014,Michigan,Detroit,Mogul Street,42.4167,-82.9622,43113,14.0,1,3,4,,0,0,0,0,0,1,1,6,25.3,6.3,62177,1,30,0,0
619,206739,10/17/2014,Florida,Port Orange,1900 block of Jackson Lane,29.0813,-81.0649,26362,6.0,3,1,4,,0,0,0,0,0,1,1,4,21.5,6.45,55097,0,7,0,0
620,209134,10/18/2014,New York,Queens,33-02 Queens Blvd,40.7445,-73.9317,11106,12.0,0,4,4,,0,0,0,0,0,1,1,5,26.0,4.6,80085,1,31,0,0
621,207687,10/18/2014,New York,Brooklyn,Lenox Road,40.6549,-73.9385,10920,9.0,0,4,4,,0,0,0,0,0,1,0,4,33.5,4.6,120519,1,34,1,0
622,207145,10/18/2014,South Carolina,Graniteville,192 Breezy Hill Road,33.5664,-81.8427,29302,2.0,1,3,4,,0,0,0,0,0,1,0,1,20.0,6.3,77540,0,12,0,0
623,208979,10/20/2014,North Carolina,Lumberton,100 block of Yedda Road,34.6116,-78.9526,14772,8.0,1,3,4,,0,0,0,0,0,1,1,6,36.0,6.9,51907,0,8,0,0
624,208710,10/21/2014,Michigan,Ecorse,Jefferson at Union,42.2565,-83.139,41751,13.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,6.3,55317,1,33,0,0
625,210151,10/24/2014,California,Sacramento,2030 Arden Way,38.5956,-121.419,95206,6.0,2,3,5,1.0,0,0,0,0,0,1,1,5,39.8,3.85,54374,1,21,0,0
626,210363,10/24/2014,Washington,Marysville,5611 108th St NE,48.092,-122.155,97055,2.0,5,1,6,1.0,1,0,0,0,0,1,1,6,14.2,6.65,76761,1,10,0,0
627,211348,10/26/2014,Kentucky,Cadiz,1410 Old Dover Road,36.8285,-87.8527,49808,1.0,4,0,4,,0,0,0,0,0,1,1,6,42.0,7.4,65745,0,23,0,1
628,212884,10/29/2014,Tennessee,Memphis,Yale Road and Ramill Road,35.2205,-89.9272,53961,9.0,0,5,5,,0,0,0,0,0,1,1,1,0.0,8.13,67363,1,28,0,0
629,214127,11/1/2014,Washington,Seattle,5000 block of University Way NE,47.665,-122.31299999999999,94559,7.0,0,5,5,,0,0,0,0,0,0,0,1,0.0,6.65,86725,1,33,0,0
630,216533,11/5/2014,California,San Francisco,1100 block of Alabama Street ,37.7543,-122.411,98232,12.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,3.85,79033,1,37,1,0
631,218054,11/7/2014,California,Los Angeles,East 126th Street and North Compton Avenue,33.9185,-118.24600000000001,91205,44.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,3.85,62752,1,35,1,0
632,217401,11/7/2014,California,Compton,136th Street ,33.9081,-118.24700000000001,90002,44.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,3.85,43760,1,35,1,0
633,217831,11/8/2014,California,Pomona,499 E. Arrow Highway,34.0901,-117.745,92620,35.0,0,5,5,,0,0,0,0,0,1,1,1,0.0,3.85,129640,1,19,0,0
634,217441,11/8/2014,Virginia,Virginia Beach,5600 block of Indian River Road,36.7515,-76.1263,13210,2.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,6.9,51709,0,3,0,0
635,217451,11/8/2014,North Carolina,Greensboro,Lewis Street and Elm Street,36.066,-79.7908,15473,12.0,1,4,5,,0,0,0,0,0,1,0,5,26.6,6.9,63641,1,18,0,0
636,221226,11/14/2014,North Carolina,Bayboro,Water Street and Vance Street,35.147,-76.7629,23188,3.0,1,3,4,,0,0,0,0,0,1,1,5,24.0,6.9,82818,0,12,0,0
637,221347,11/15/2014,Missouri,Springfield,2555 N. Glenstone,37.2432,-93.2613,55404,7.0,4,0,4,1.0,1,0,0,0,0,1,1,5,37.4,7.4,51221,0,23,0,1
638,221577,11/15/2014,Florida,Miami,NW 55th and 12th,25.8262,-80.2173,28135,24.0,1,3,4,,0,0,0,0,0,1,0,1,49.0,6.45,53527,1,34,1,0
639,221554,11/16/2014,Ohio,Akron,1891 East Market Street,41.062,-81.4617,44305,13.0,1,4,5,,0,0,0,0,0,1,1,2,33.5,7.4,47031,1,7,0,0
640,224746,11/16/2014,Texas,El Paso,115 S. Durango,31.7573,-106.493,87111,16.0,0,6,6,,0,0,0,0,0,1,1,6,22.2,6.8,89877,1,17,0,0
641,222393,11/18/2014,Nevada,North Las Vegas,Englestad Street,36.2104,-115.147,89119,4.0,0,4,4,,0,0,0,0,0,0,0,1,0.0,7.4,44950,1,3,0,0
642,222792,11/19/2014,Illinois,Chicago,700 block of North St. Louis Avenue,41.8937,-87.7138,60632,7.0,1,3,4,,0,0,0,0,0,1,0,4,26.8,4.2,52693,1,38,1,0
643,222873,11/20/2014,Florida,Tallahassee,116 Honors Way,30.4436,-84.294,43502,2.0,1,3,4,1.0,1,0,0,0,0,1,0,4,25.0,6.45,72516,0,18,0,0
644,222932,11/20/2014,New Jersey,Tabernacle,Holly Park Drive,39.8751,-74.6662,13436,3.0,4,0,4,,0,0,0,0,0,1,1,4,19.3,4.1,35659,0,2,0,0
645,223582,11/21/2014,Pennsylvania,Pittsburgh,600 block of Miller Avenue,40.4591,-79.7423,29560,12.0,0,6,6,,0,0,0,0,0,1,0,1,0.0,7.4,45339,0,11,0,0
646,223550,11/21/2014,Texas,San Antonio,3747 West Ave.,29.4983,-98.52600000000001,67070,20.0,0,4,4,,0,0,0,0,0,1,0,1,0.0,6.8,56990,1,10,0,0
647,223799,11/22/2014,South Dakota,Sisseton,Fourth Avenue,45.8562,-97.1072,67002,1.0,4,1,5,2.0,0,1,1,0,0,1,1,1,22.0,8.73,107822,0,14,0,0
648,223651,11/22/2014,Ohio,Cleveland,1443 E 92nd St,41.518,-81.6234,24826,11.0,4,1,5,1.0,0,0,0,0,0,1,1,6,27.3,7.4,N,1,32,0,0
649,223729,11/22/2014,Ohio,Springfield,Clifton Avenue and Rice Street,39.9096,-83.8077,40915,8.0,1,3,4,,0,0,0,0,0,1,0,2,24.0,7.4,51286,0,17,0,0
650,224131,11/23/2014,Colorado,Denver,Federal Boulevard and 16th Avenue,39.7427,-105.025,59336,1.0,1,4,5,,0,0,0,0,0,1,0,1,24.0,7.65,102659,1,21,0,0
651,224362,11/23/2014,Virginia,Parksley,Parksley Road,37.7683,-75.6361,21822,2.0,0,4,4,1.0,0,0,0,0,0,1,0,3,19.3,6.9,85439,0,3,0,0
652,225036,11/26/2014,California,San Francisco,Mission and 13th streets,37.77,-122.42,94574,12.0,0,6,6,,0,0,0,0,0,0,0,1,0.0,3.85,135599,1,37,1,0
653,226018,11/27/2014,Texas,Georgetown,Pvt Rd 934,30.6777,-97.5925,73012,31.0,2,3,5,1.0,0,0,0,0,0,1,1,4,30.5,6.8,116068,0,10,0,0
654,225830,11/28/2014,Tennessee,Memphis,1849 East Brooks Road ,35.0606,-90.0068,38917,9.0,0,4,4,,0,0,0,0,0,1,1,3,20.3,8.13,56405,1,28,0,0
655,226150,11/29/2014,New Jersey,Newark,348 S Orange Ave,40.7401,-74.2005,07043,10.0,1,3,4,,0,0,0,0,0,0,1,1,36.0,4.1,246731,1,36,1,0
656,225903,11/29/2014,Georgia,Atlanta,1600 block of Richmond Avenue,33.71,-84.3798,48840,5.0,3,2,5,,0,0,0,0,0,1,1,3,37.7,7.05,80032,1,34,1,0
657,226534,11/30/2014,Tennessee,Chattanooga,2412 East 13th Street ,35.0246,-85.2711,46786,3.0,0,5,5,,0,0,0,0,0,1,1,4,19.5,8.13,-,0,18,0,0
658,226388,11/30/2014,New York,Brooklyn,375 Remsen Avenue,40.657,-73.9242,10034,9.0,0,4,4,,0,0,0,0,0,1,1,4,21.8,4.6,66980,1,34,1,0
659,226466,12/1/2014,West Virginia,Monongalia County,465 Sunset Beach Rd,39.6855,-79.8588,15412,1.0,5,0,5,,0,0,0,0,0,1,1,4,37.3,7.4,72876,0,19,0,0
660,227011,12/2/2014,Missouri,Saint Louis,6000 block of Virginia Avenue,38.5616,-90.2492,52701,1.0,1,5,6,,0,0,0,0,0,1,1,6,52.7,7.4,51636,1,29,0,0
661,226983,12/2/2014,Virginia,Newport News,6128 Jefferson Ave ,37.0233,-76.4461,21052,3.0,0,5,5,,0,0,0,0,0,1,0,5,41.2,6.9,76918,1,16,0,0
662,227234,12/3/2014,North Carolina,Cabarrus County,2400 block of Shiloh Church Road,35.4469,-80.7651,24351,12.0,3,1,4,,0,0,0,0,0,1,1,1,30.0,6.9,59966,1,18,0,0
663,260232,12/7/2014,Texas,San Antonio,2302 Delgado St,29.4401,-98.5444,76309,35.0,3,1,4,1.0,0,0,0,0,0,1,1,4,29.0,6.8,68374,1,15,0,0
664,259935,12/7/2014,Indiana,South Bend,16000 block of Roosevelt Road,41.5906,-86.1815,42164,2.0,0,4,4,1.0,0,0,0,0,0,1,0,4,24.5,6.8,54910,0,11,0,0
665,262147,12/12/2014,Georgia,Macon,2822 Bloomfield Drive,32.8129,-83.6996,45835,2.0,3,3,6,1.0,0,0,0,0,0,1,1,11,29.6,7.05,59202,1,6,0,0
666,262202,12/12/2014,Oregon,Portland,717 North Killingsworth Court,45.562,-122.67399999999999,97204,3.0,0,4,4,1.0,0,0,0,0,0,1,1,7,18.0,7.4,20530,1,24,0,0
667,263382,12/13/2014,Florida,Tampa,810 E. Skagway Ave.,28.0323,-82.4531,30823,14.0,0,5,5,,0,0,0,0,0,0,0,1,0.0,6.45,51807,1,7,0,0
668,263376,12/14/2014,Florida,Miami,1311 Northwest 2nd Avenue,25.7874,-80.1991,33101,24.0,1,4,5,,0,0,0,0,0,1,0,1,17.0,6.45,-,1,34,1,0
669,263556,12/15/2014,Pennsylvania,Lansdale,100 block of West 5th St,40.2459,-75.282,19462,13.0,7,0,7,1.0,1,0,0,0,0,1,1,8,38.3,7.4,106189,1,15,0,0
670,264102,12/15/2014,Illinois,Chicago,5700 block of South Michigan Avenue,41.7908,-87.6228,61811,1.0,0,4,4,1.0,0,0,0,0,0,1,0,1,0.0,4.2,53299,1,27,0,0
671,264046,12/15/2014,Pennsylvania,Glenolden,600 block of Glenfield Avenue,39.9017,-75.3045,18055,7.0,1,3,4,2.0,0,0,0,0,0,1,1,3,29.0,7.4,79026,0,1,0,0
672,264901,12/16/2014,New Jersey,Elizabeth,Anna Street,40.6684,-74.2032,07731,8.0,0,4,4,2.0,1,0,0,0,0,1,0,4,25.0,4.1,109402,1,27,0,0
673,266407,12/20/2014,Illinois,Rockford,3200 block of Montrose Avenue,42.2938,-89.1072,62553,17.0,4,0,4,1.0,0,0,0,0,0,1,1,5,16.0,4.2,64154,1,3,0,0
674,268910,12/21/2014,Mississippi,Waynesboro,Central Avenue,31.6782,-88.6584,62851,4.0,1,4,5,,0,0,0,0,0,1,0,2,23.0,7.4,56131,0,21,0,1
675,266424,12/21/2014,Illinois,Calumet City,600 block of Escanba,41.6181,-87.5532,60617,2.0,1,8,9,,0,0,0,0,0,1,1,2,17.0,4.2,50023,1,29,0,0
676,266570,12/21/2014,Florida,Sarasota,4034 N Washington Blvd,27.3688,-82.5302,34431,16.0,2,2,4,1.0,0,0,0,0,0,1,1,4,24.8,6.45,42723,0,7,0,0
677,267579,12/21/2014,Texas,Denton,1541 Meadow St.,33.1977,-97.1333,76015,26.0,2,2,4,2.0,1,0,0,0,0,1,0,6,20.0,6.8,61781,0,18,0,0
678,268282,12/22/2014,Michigan,Detroit,Charlevoix and Philip,42.3836,-82.9486,48475,14.0,1,3,4,1.0,1,0,0,0,0,1,1,4,16.0,6.3,61337,1,30,0,0
