zip,Mean income (dollars)
55706,53496
55707,70480
55708,43442
55709,64659
55710,78422
55711,57537
55712,62951
55713,57527
55716,40583
55717,80528
55718,77158
55719,53007
55720,65758
55721,78655
55722,53911
55723,55475
55724,63132
55725,39432
55726,67096
55731,53123
55732,57820
55733,81622
55734,62006
55735,53553
55736,50636
55738,69681
55741,60181
55742,70870
55744,58214
55746,60245
55748,47349
55749,60726
55750,58256
55751,73027
55752,48302
55753,51324
55756,59547
55757,63175
55758,56755
55760,48312
55763,64618
55764,50998
55765,60183
55766,72309
55767,59416
55768,60862
55769,64795
55771,44991
55772,27273
55775,73175
55779,80334
55780,85264
55781,80909
55782,54286
55783,60565
55784,53431
55785,46552
55786,52813
55787,57266
55790,61556
55792,58315
55793,59141
55795,57836
55797,69588
55798,51145
55802,69443
55803,89019
55804,93483
55805,41232
55806,45972
55807,50808
55808,50264
55810,79571
55811,86255
55812,73945
55814,-
55901,82734
55902,131772
55904,67278
55905,-
55906,106680
55909,74430
55910,73312
55912,67530
55917,77780
55918,72777
55919,66970
55920,104323
55921,61817
55922,54324
55923,84604
55924,73829
55925,76495
55926,76709
55927,69164
55929,81174
55931,50309
55932,74751
55933,79784
55934,83049
55935,78864
55936,77548
55939,63656
55940,82394
55941,68127
55943,65643
55944,77116
55945,77065
55946,70580
55947,76066
55949,66635
55950,26811
55951,54770
55952,69946
55953,59070
55954,60126
55955,108206
55956,89415
55957,76100
55959,63703
55960,116960
55961,63319
55962,67969
55963,81751
55964,85599
55965,64365
55967,85911
55968,55700
55969,73109
55970,68320
55971,65317
55972,82308
55973,78041
55974,59335
55975,68849
55976,73989
55977,68113
55979,64691
55981,69593
55982,78601
55983,71255
55985,83356
55987,60282
55990,65864
55991,75175
55992,71044
56001,66626
56003,70832
56007,58611
56009,67614
56010,81638
56011,78791
56013,67267
56014,64629
56016,59942
56017,85908
56019,69296
56020,56605
56021,72497
56022,51221
56023,66672
56024,76032
56025,70226
56026,76947
56027,50482
56028,78969
56029,55467
56031,66151
56032,60573
56033,53454
56034,73827
56035,60968
56036,78450
56037,80334
56039,73208
56041,70625
56042,82402
56043,64370
56044,84459
56045,64541
56046,41519
56047,56074
56048,79189
56050,64781
56051,56995
56052,75281
56054,84571
56055,81567
56056,74965
56057,67088
56058,68278
56060,67934
56062,61676
56063,89770
56065,63465
56068,69714
56069,71874
56071,94681
56072,63531
56073,68068
56074,79470
56075,53273
56078,82959
56080,77544
56081,60496
56082,70665
56083,60608
56085,69101
56087,62177
56088,61798
56089,47548
56090,63788
56091,61907
56093,66927
56096,63384
56097,61679
56098,63865
56101,62439
56110,75761
56111,98934
56113,70042
56114,56534
56115,69921
56116,68632
56117,72670
56118,69361
56119,68082
56120,64356
56121,60733
56122,63467
56123,57850
56125,44552
56127,64868
56128,69984
56129,57303
56131,63216
56132,69927
56134,58746
56136,58595
56137,63096
56138,85160
56139,63120
56140,53633
56141,59964
56142,54859
56143,65250
56144,72229
56145,70320
56146,50658
56147,57385
56149,80091
56150,62108
56151,76728
56152,66958
56153,50695
56155,82359
56156,65600
56157,85952
56158,58094
56159,57677
56160,74353
56161,72593
56162,68355
56164,57862
56165,68163
56166,61640
56167,69971
56168,67347
56169,76481
56170,53744
56171,67220
56172,65785
56173,57292
56174,63784
56175,58061
56176,64396
56177,68160
56178,66341
56180,70459
56181,60342
56183,63886
56185,69065
56186,52463
56187,61176
56201,63274
56207,69785
56208,50435
56209,68899
56210,N
56211,68546
56212,63336
56214,66712
56215,70104
56216,70514
56218,57567
56219,56701
56220,60454
56221,60493
56222,62204
56223,60366
56224,69188
56225,56023
56226,66167
56227,66081
56228,60156
56229,72707
56230,74086
56231,72735
56232,70058
56235,79128
56236,87027
56237,65852
56239,79999
56240,80355
56241,60980
56243,68237
56244,68607
56245,90055
56248,73260
56249,71782
56251,62650
56252,59871
56253,81990
56255,76917
56256,65865
56257,72029
56258,74023
56260,57632
56262,49419
56263,67267
56264,68365
56265,69404
56266,65219
56267,69138
56270,55717
56271,69444
56273,77044
56274,91353
56276,65271
56277,74279
56278,60464
56279,72331
56280,71558
56281,79270
56282,66448
56283,61814
56284,70971
56285,72053
56287,50106
56288,89799
56289,67633
56291,67036
56292,59778
56293,68500
56294,44388
56295,72845
56296,62935
56297,63490
56301,65652
56303,58884
56304,55995
56307,77851
56308,78012
56309,64990
56310,90442
56311,58267
56312,70545
56313,34154
56314,67808
56315,76675
56316,62473
56318,68209
56319,70674
56320,78236
56321,-
56323,68414
56324,76233
56325,103759
56326,71991
56327,92486
56328,55398
56329,75069
56330,72298
56331,85944
56332,88105
56334,66282
56335,61629
56336,74030
56338,63599
56339,59723
56340,74657
56342,56077
56343,63464
56345,62241
56347,55749
56349,72207
56350,57005
56352,70292
56353,67824
56354,64497
56355,70280
56356,63312
56357,69236
56358,64147
56359,48606
56360,66325
56361,58330
56362,68080
56363,62771
56364,65933
56367,83575
56368,77854
56369,46223
56371,54075
56373,71455
56374,71183
56375,73662
56376,68421
56377,95024
56378,68125
56379,69003
56381,67408
56382,63311
56384,55987
56385,68472
56386,53019
56387,54765
56389,85803
56401,67541
56425,85175
56431,58879
56433,57650
56434,46624
56435,47929
56436,28809
56437,52858
56438,62476
56440,51477
56441,58100
56442,81809
56443,61406
56444,68378
56446,59584
56447,58030
56448,51250
56449,73741
56450,37795
56452,52385
56453,50578
56455,56388
56456,42447
56458,60031
56461,62697
56464,55282
56465,78910
56466,50857
56467,64037
56468,80889
56469,49825
56470,58622
56472,64884
56473,64114
56474,55234
56475,62439
56477,57079
56479,56929
56481,56974
56482,52531
56484,56488
56501,68317
56510,64304
56511,74082
56514,78190
56515,62614
56516,58325
56517,58462
56518,57240
56519,49572
56520,55632
56521,61276
56522,63593
56523,68971
56524,64778
56525,62265
56527,49357
56528,58693
56529,64099
56531,65207
56533,64465
56534,73971
56535,65190
56536,80689
56537,72578
56540,63998
56541,N
56542,63017
56543,60561
56544,66759
56545,65276
56546,72180
56547,84381
56548,59012
56549,85867
56550,63481
56551,57032
56552,112473
56553,88267
56554,75770
56556,64334
56557,53141
56560,68023
56565,43117
56566,37712
56567,57398
56568,59757
56569,52522
56570,62501
56571,64608
56572,65522
56573,73154
56574,66415
56575,44380
56576,51610
56577,N
56578,58851
56579,62126
56580,82128
56581,48659
56583,99961
56584,58275
56585,82240
56586,66603
56587,74677
56588,52883
56589,58921
56590,83798
56591,45166
56592,52455
56593,-
56594,75467
56601,61242
56621,62145
56623,52986
56626,33042
56627,37663
56628,65563
56629,82754
56630,51246
56633,47446
56634,60395
56636,56049
56637,59925
56639,44528
56641,43749
56644,58930
56646,61838
56647,59828
56649,64101
56650,53840
56651,51786
56652,62655
56653,58677
56654,69614
56655,47813
56657,52959
56658,-
56659,69155
56660,47230
56661,52791
56662,43395
56663,41513
56666,24856
56667,65699
56668,73828
56669,37486
56670,37900
56671,38353
56672,50381
56673,70219
56676,66314
56678,67735
56680,63281
56681,63499
56683,63216
56684,54659
56685,65259
56686,51908
56687,55647
56688,55654
56701,65433
56710,64076
56711,N
56713,67791
56714,55218
56715,83315
56716,62638
56720,43229
56721,74329
56722,73845
56723,92222
56724,54378
56725,67379
56726,65709
56727,61333
56728,71557
56729,52690
56731,41892
56732,57474
56733,72660
56734,56748
56735,55905
56736,62553
56737,54707
56738,65095
56741,-
56742,56681
56744,59384
56748,61131
56750,62784
56751,76736
56754,68679
56755,65972
56756,66033
56757,74191
56758,59074
56759,69988
56760,65006
56761,76928
56762,66818
56763,65480
57001,62284
57002,69130
57003,90198
57004,66397
57005,89886
57006,62810
57010,77684
57012,72805
57013,70323
57014,61694
57015,74241
57016,77044
57017,82659
57018,72234
57020,86853
57021,88697
57022,79114
57024,57753
57025,77818
57026,64826
57027,95918
57028,58432
57029,64409
57030,98282
57031,64197
57032,91660
57033,83393
57034,66321
57035,80512
57036,81835
57037,54801
57038,100709
57039,71391
57040,64639
57041,74335
57042,71642
57043,57987
57045,57666
57046,68646
57047,48958
57048,81397
57049,101367
57050,80264
57051,73192
57052,89376
57053,62902
57054,74016
57055,79026
57057,120252
57058,70804
57059,73726
57061,56958
57062,55196
57063,59841
57064,90846
57065,64150
57066,57424
57067,124515
57068,84327
57069,50561
57070,55909
57071,81126
57072,68843
57073,97032
57075,93133
57076,81447
57077,71340
57078,64641
57103,70089
57104,47750
57105,72583
57106,70250
57107,69025
57108,119565
57110,81443
57117,-
57197,-
57201,60175
57212,72533
57213,65820
57214,46531
57216,57284
57217,52189
57218,47046
57219,43992
57220,60427
57221,65180
57223,63317
57224,167726
57225,61228
57226,56563
57227,66141
57231,80159
57232,64815
57233,61777
57234,64678
57235,65503
57236,92753
57237,88321
57238,67944
57239,88507
57241,63023
57242,90385
57243,72583
57245,66241
57246,90705
57247,79247
57248,74119
57249,58280
57251,58642
57252,67834
57255,74975
57256,77395
57257,46184
57258,38905
57259,65051
57260,65971
57261,161000
57262,57927
57263,50856
57264,51643
57265,69265
57266,55619
57268,52215
57269,96408
57270,43685
57271,68891
57272,51877
57273,54847
57274,59422
57276,70988
57278,51347
57279,60193
57301,59352
57311,81360
57312,92294
57313,58968
57314,76330
57315,68988
57317,63319
57319,57884
57321,59344
57322,59330
57323,56291
57324,59787
57325,64137
57328,67179
57329,59563
57330,92780
57331,66473
57332,68264
57334,73415
57335,49628
57337,46047
57339,37793
57340,57097
57341,63251
57342,82982
57344,59988
57345,70901
57346,61429
57348,71119
57349,69134
57350,55273
57353,76519
57355,61692
57356,45783
57358,43924
57359,80522
57361,35652
57362,58318
57363,72448
57364,-
57365,52245
57366,86099
57367,75045
57368,72924
57369,64123
57370,53353
57371,75698
57373,80165
57374,57599
57375,65834
57376,64244
57379,40526
57380,55141
57381,64977
57382,84844
57383,59125
57384,83438
57385,59367
57386,93062
57401,65512
57420,43544
57421,56800
57422,45146
57424,86002
57426,21908
57427,89291
57428,78931
57429,70173
57430,70379
57432,87783
57433,68424
57434,56680
57435,66186
57436,78221
57437,57403
57438,65292
57439,N
57440,68678
57441,74679
57442,71066
57445,80657
57446,45596
57448,63858
57449,238317
57450,58474
57451,85380
57452,42279
57454,65273
57455,41165
57456,54360
57457,114367
57460,76237
57461,101611
57465,90586
57466,71304
57467,116323
57468,133244
57469,59878
57470,82218
57471,66621
57472,71861
57473,87729
57474,70356
57475,59349
57476,57301
57477,70789
57479,87751
57481,68850
57501,68954
57520,71677
57521,62070
57522,58512
57523,56732
57528,61548
57529,57912
57531,52942
57532,73689
57533,52638
57534,73699
57536,62251
57537,48591
57538,52492
57540,49152
57541,26089
57543,71698
57544,65957
57547,63158
57548,38553
57551,53794
57552,44390
57553,48654
57555,42373
57559,46615
57560,31148
57562,39705
57563,34014
57564,81014
57566,32897
57567,54407
57568,71113
57569,62461
57570,45449
57571,44411
57572,33556
57574,65517
57576,46768
57577,48587
57579,40986
57580,55196
57584,51707
57585,50263
57601,62435
57620,57416
57621,24371
57622,24551
57623,56988
57625,49891
57626,50819
57630,84922
57631,67335
57632,71693
57633,94531
57634,48416
57636,20571
57638,61327
57639,27395
57640,90581
57641,53418
57642,39979
57644,69567
57645,60348
57646,242814
57648,62431
57649,81881
57650,57356
57651,42593
57652,59446
57656,63082
57657,75974
57658,33453
57660,79772
57661,94050
57701,52087
57702,84571
57703,62443
57706,47032
57714,38852
57716,81561
57717,62471
57718,60692
57719,54043
57720,73897
57722,119689
57724,53779
57725,34608
57730,51550
57732,51060
57735,54424
57738,49065
57741,N
57744,79868
57745,55176
57747,58862
57748,52625
57750,54320
57751,59573
57752,38926
57754,49145
57755,97335
57756,47796
57758,35296
57759,37724
57760,58921
57761,83149
57762,56271
57763,75675
57764,35540
57766,58985
57767,128506
57769,68007
57770,44706
57772,37717
57773,82607
57775,102768
57776,-
57779,32404
57780,113528
57782,93773
57783,61365
57785,64205
57787,41860
57788,66729
57790,67955
57791,47774
57792,141300
57793,49246
57794,36672
57799,N
58001,119411
58002,69221
58004,89271
58005,95410
58006,75741
58007,69068
58008,94174
58009,N
58011,104596
58012,73376
58013,112630
58015,83897
58016,114827
58017,51883
58018,101009
58021,73739
58027,79112
58029,51780
58030,68918
58031,72864
58032,81977
58033,109138
58035,55968
58036,122452
58038,71315
58040,70661
58041,68840
58042,95480
58043,96200
58045,89089
58046,71091
58047,126072
58048,76260
58049,68439
58051,98893
58052,73337
58053,61646
58054,67448
58056,66001
58057,37804
58058,57883
58059,79587
58060,69587
58061,77259
58062,54695
58063,61741
58064,70617
58065,35919
58067,60401
58068,59822
58069,72438
58071,61931
58072,69480
58075,60173
58076,-
58077,88422
58078,85056
58079,106976
58081,69822
58102,63733
58103,55982
58104,95426
58105,-
58201,74621
58202,-
58203,53148
58204,54941
58205,-
58210,62666
58212,53742
58214,78029
58216,62847
58218,78136
58219,44953
58220,68637
58222,61282
58223,122152
58224,72593
58225,77544
58227,80651
58228,67622
58229,83441
58230,53189
58231,68158
58233,110955
58235,76550
58237,58470
58238,84074
58239,112813
58240,64917
58241,92504
58243,67894
58244,67963
58249,80321
58250,60780
58251,58574
58254,67101
58256,81143
58257,77100
58258,81107
58259,65262
58260,107655
58261,65779
58262,89055
58265,68339
58266,62031
58267,71012
58269,62913
58270,76674
58271,70712
58272,62604
58273,39897
58274,79052
58275,81354
58276,62478
58277,49233
58278,102652
58281,86413
58282,62968
58301,69329
58311,65158
58316,58510
58317,99347
58318,71939
58321,63464
58323,124067
58324,82545
58325,41418
58327,133281
58329,50023
58330,70495
58331,37777
58332,121479
58335,33129
58338,201383
58339,163729
58341,51168
58343,86486
58344,99793
58345,67852
58346,65457
58348,68496
58351,73839
58352,108929
58353,155543
58355,125103
58356,77976
58357,92909
58361,58031
58362,N
58363,99067
58365,71291
58366,67176
58367,68626
58368,58301
58369,65805
58370,46799
58372,95154
58374,67285
58377,93556
58379,46149
58380,72433
58381,105090
58382,73495
58384,53331
58385,92831
58386,67128
58401,68609
58402,-
58405,-
58413,60252
58415,64974
58416,65232
58418,82297
58420,91741
58421,66042
58422,129398
58423,76891
58424,79466
58425,61812
58426,93561
58428,78635
58429,54824
58430,101887
58431,72006
58433,96443
58436,48613
58438,81087
58439,104634
58440,93030
58441,95405
58442,46617
58443,59000
58444,71583
58445,69675
58448,68425
58451,66374
58452,N
58454,80389
58455,109359
58456,89951
58458,73943
58460,76907
58461,67960
58463,48993
58464,55321
58466,73270
58467,68321
58472,84362
58474,67031
58475,157967
58476,88229
58477,55929
58478,57280
58479,82389
58480,84099
58481,59948
58482,77066
58483,98189
58484,N
58486,72541
58487,69755
58488,56050
58490,68371
58492,108764
58494,58040
58495,64797
58496,79445
58497,96779
58501,73438
58503,95226
58504,84985
58505,-
58520,56366
58521,91991
58523,74834
58524,121514
58528,50433
58529,79042
58530,69347
58531,93368
58532,82535
58533,62963
58535,80244
58538,59192
58540,71571
58541,82316
58542,73912
58544,109327
58545,79206
58549,67410
58552,56544
58554,84603
58558,85678
58559,100342
58560,56909
58561,91279
58562,72031
58563,71146
58564,74451
58565,46796
58566,130524
58568,50568
58569,48089
58570,108770
58571,68117
58572,103772
58573,69103
58575,75208
58576,76398
58577,91101
58579,79116
58580,69305
58581,62555
58601,98857
58620,92335
58621,56050
58622,78875
58623,78694
58625,81737
58626,77848
58627,84602
58630,58325
58631,75386
58632,48753
58634,120274
58636,109313
58638,67868
58639,76957
58640,78797
58641,67092
58642,101720
58643,60886
58645,88721
58646,69569
58647,72336
58649,44173
58650,66650
58651,78723
58652,87404
58653,80419
58654,79717
58655,79299
58656,79013
58701,78453
58702,-
58703,82172
58704,47472
58705,-
58707,-
58710,70453
58711,83609
58712,49818
58713,65236
58716,51159
58718,81786
58721,81654
58722,93238
58723,58196
58725,97303
58727,112277
58730,81045
58731,93589
58733,66301
58734,63315
58735,83877
58736,74703
58737,46695
58740,80157
58741,59813
58744,90025
58746,79611
58748,82733
58750,92911
58752,103471
58755,55803
58756,45692
58757,49652
58758,96642
58759,70642
58760,58271
58761,82411
58762,98588
58763,86118
58765,80348
58768,82301
58769,75101
58770,81278
58771,84290
58772,77143
58773,86871
58775,62959
58776,63122
58778,75886
58779,82483
58781,83603
58782,87347
58783,62201
58784,96605
58785,86747
58787,79917
58788,77294
58789,84856
58790,77747
58792,73978
58793,66108
58794,70556
58795,104105
58801,117297
58830,168098
58831,111601
58833,92024
58835,111766
58838,139982
58843,171722
58844,60310
58845,78196
58847,108471
58849,89814
58852,94230
58853,73349
58854,98347
58856,74493
59001,76532
59002,65499
59003,47838
59006,79410
59007,74508
59008,51754
59010,46920
59011,66313
59012,51504
59013,111866
59014,72916
59015,72566
59016,57906
59018,45411
59019,74023
59020,41680
59022,59906
59024,44566
59025,66233
59026,59239
59027,46223
59028,68170
59029,70787
59030,57141
59031,43664
59032,58697
59033,77869
59034,62309
59035,28457
59036,48745
59037,73657
59038,45094
59039,26300
59041,68778
59043,46173
59044,68432
59046,54920
59047,59006
59050,58023
59052,40925
59053,42920
59054,62530
59055,50192
59057,83772
59058,80210
59059,47773
59061,85351
59062,N
59063,75604
59064,58221
59065,32803
59066,56031
59067,57887
59068,54406
59069,46262
59070,66049
59071,98664
59072,50764
59074,47894
59075,68415
59076,22413
59077,92265
59078,40718
59079,77334
59081,N
59082,47657
59085,38380
59086,58231
59087,54797
59088,58826
59089,51705
59101,63451
59102,68781
59105,79292
59106,119673
59201,53641
59211,62882
59212,62776
59213,50315
59214,43067
59215,72879
59217,74348
59218,86266
59219,98842
59221,67548
59222,65015
59223,69213
59225,49082
59226,75493
59230,70645
59231,44566
59240,36025
59241,51540
59242,132956
59243,75471
59244,60245
59247,57804
59248,57509
59250,49715
59252,77130
59253,87776
59254,68643
59255,51633
59256,31557
59257,135866
59258,67098
59259,65690
59260,114054
59261,58935
59262,66537
59263,67971
59270,89399
59274,63866
59275,79028
59276,N
59301,65897
59311,56759
59312,N
59313,66541
59314,75863
59315,71972
59317,55908
59318,65742
59322,47236
59323,86016
59324,67166
59326,48802
59327,67842
59330,67031
59332,69510
59333,45283
59336,102659
59337,69964
59338,63938
59339,75870
59343,54531
59344,100180
59347,71248
59349,66796
59351,46482
59353,55359
59354,59667
59401,56336
59404,75119
59405,56214
59410,62970
59411,31358
59412,65400
59414,30634
59416,50102
59417,43829
59418,53072
59419,78079
59420,85780
59421,59882
59422,50162
59424,63853
59425,55964
59427,59869
59430,69628
59432,26528
59433,65727
59434,53271
59436,65257
59440,31204
59441,32853
59442,53924
59443,42237
59444,46964
59446,56259
59447,62195
59448,43129
59450,63230
59451,57009
59452,60032
59453,61142
59454,79605
59456,47636
59457,48704
59460,27434
59461,N
59462,52538
59463,27619
59464,51654
59465,41275
59466,45180
59467,32959
59468,71869
59469,68236
59471,69697
59472,51878
59474,58395
59477,48776
59479,55483
59480,54629
59482,68080
59483,64846
59484,71245
59485,67383
59486,72814
59487,58845
59489,50413
59501,55882
59520,63671
59521,46845
59522,92825
59523,49193
59524,56008
59525,71094
59526,44822
59527,36129
59528,46777
59529,48675
59530,60959
59531,73943
59532,48184
59535,34352
59537,42200
59538,53956
59540,52982
59542,49721
59544,63256
59545,36146
59546,14186
59547,64769
59601,65691
59602,72277
59631,45896
59632,45785
59633,68767
59634,104633
59635,64483
59636,-
59638,82518
59639,40259
59640,50814
59642,26996
59643,43945
59644,57567
59645,41219
59647,49414
59648,60006
59701,57867
59703,70893
59710,80764
59711,56713
59713,37605
59714,68569
59715,72053
59716,81607
59718,75287
59720,36543
59721,76939
59722,58098
59724,86262
59725,52471
59727,63721
59728,69868
59729,46736
59730,62072
59731,49084
59732,79572
59733,60041
59735,56621
59736,42439
59739,41957
59740,21090
59741,70735
59743,46616
59745,39062
59746,47858
59747,48911
59748,76159
59749,63917
59750,54156
59751,55072
59752,68951
59754,73912
59755,32082
59756,-
59758,43758
59759,50702
59760,52512
59761,50732
59762,71857
59801,46330
59802,53277
59803,79412
59804,81439
59808,75436
59820,52967
59821,65428
59823,52338
59824,48404
59825,57286
59826,69144
59827,41436
59828,54948
59829,40313
59830,-
59831,37543
59832,54440
59833,72137
59834,51724
59837,50533
59840,49018
59841,42600
59842,N
59843,50172
59844,44696
59845,39485
59846,85458
59847,63056
59848,48353
59851,48847
59853,66600
59854,54596
59855,40046
59856,43555
59858,43099
59859,40619
59860,55395
59863,N
59864,49738
59865,40136
59866,47272
59867,N
59868,47340
59870,46986
59871,58318
59872,48480
59873,44433
59874,58579
59875,41462
59901,61721
59910,68999
59911,63844
59912,55394
59913,33471
59914,52685
59915,55469
59916,49108
59917,40354
59918,51678
59919,45724
59920,82337
59922,53777
59923,52731
59925,55901
59926,23345
59927,56123
59928,18404
59929,53018
59930,28763
59931,51942
59932,62591
59933,45108
59934,49978
59935,40738
59936,59836
59937,70173
60002,93111
60004,112239
60005,99214
60007,85509
60008,83893
60010,186375
60012,141476
60013,111777
60014,100802
60015,177982
60016,75845
60018,73605
60020,73709
60021,114792
60022,305040
60025,134657
60026,168302
60029,186024
60030,104256
60031,105972
60033,60988
60034,73827
60035,195215
60040,75041
60041,74090
60042,79725
60043,288612
60044,147924
60045,248314
60046,100986
60047,163467
60048,167102
60050,76366
60051,87623
60053,90984
60056,90945
60060,103087
60061,124745
60062,153686
60064,47343
60067,122811
60068,130858
60069,165199
60070,88004
60071,73605
60072,90097
60073,77330
60074,86810
60076,102817
60077,75771
60081,104160
60083,109945
60084,106410
60085,54596
60087,66974
60088,64071
60089,126531
60090,78779
60091,207527
60093,263127
60096,90750
60097,70995
60098,84978
60099,65128
60101,72983
60102,111762
60103,113552
60104,63249
60106,72648
60107,86263
60108,96451
60109,82998
60110,71754
60111,103044
60112,70488
60113,50809
60115,53516
60118,102488
60119,113395
60120,67182
60123,72211
60124,120553
60126,144519
60129,110549
60130,73817
60131,71137
60133,75794
60134,125677
60135,71352
60136,114439
60137,142030
60139,70277
60140,97733
60141,-
60142,99471
60143,99584
60144,73417
60145,85927
60146,69633
60148,90130
60150,75828
60151,87274
60152,87883
60153,55516
60154,87735
60155,64122
60156,94328
60157,131526
60160,58162
60162,64037
60163,81731
60164,69546
60165,58033
60169,85501
60171,61107
60172,92114
60173,89756
60174,106848
60175,153625
60176,63604
60177,103698
60178,77614
60180,70321
60181,85060
60184,194722
60185,93360
60187,120594
60188,88994
60189,126152
60190,127302
60191,79608
60192,133208
60193,94782
60194,89354
60195,83019
60201,122628
60202,100384
60203,138768
60301,99008
60302,128180
60304,116789
60305,201821
60401,72432
60402,71808
60403,60563
60404,116701
60406,53048
60407,69467
60408,70209
60409,53848
60410,99155
60411,59479
60415,53613
60416,78946
60417,82464
60419,56065
60420,68638
60421,82469
60422,118928
60423,126238
60424,75951
60425,67100
60426,43966
60428,49597
60429,63907
60430,87478
60431,95407
60432,49877
60433,55110
60435,65996
60436,55264
60437,39073
60438,64863
60439,122905
60440,79566
60441,89835
60442,90256
60443,84671
60444,89027
60445,69374
60446,79935
60447,82682
60448,109365
60449,95163
60450,82117
60451,116079
60452,85191
60453,75417
60455,65773
60456,63071
60457,69501
60458,64688
60459,68994
60460,73232
60461,114719
60462,102669
60463,108088
60464,116062
60465,74208
60466,62015
60467,120266
60468,85397
60469,57349
60470,72177
60471,64058
60472,46834
60473,71341
60474,74873
60475,59973
60476,61186
60477,81860
60478,63184
60479,81457
60480,105827
60481,75690
60482,59745
60484,60575
60487,108807
60490,121753
60491,109564
60501,57821
60502,128508
60503,120421
60504,92179
60505,54873
60506,71606
60510,113763
60511,77363
60512,55737
60513,91464
60514,185016
60515,121855
60516,105818
60517,93774
60518,61380
60519,N
60520,69349
60521,258966
60523,194425
60525,123338
60526,116549
60527,134566
60530,60452
60531,75020
60532,103982
60534,63605
60536,71436
60537,71223
60538,85675
60539,-
60540,133036
60541,87180
60542,103018
60543,105872
60544,95393
60545,77667
60546,111468
60548,68070
60549,66567
60550,59429
60551,67308
60552,82724
60553,65547
60554,121581
60555,94498
60556,78939
60557,-
60558,200124
60559,88055
60560,99771
60561,109374
60563,106242
60564,162101
60565,144488
60585,131240
60586,101577
60601,143714
60602,100609
60603,218498
60604,213552
60605,143069
60606,150153
60607,126372
60608,56076
60609,49445
60610,132371
60611,139735
60612,68444
60613,113450
60614,146855
60615,71140
60616,72660
60617,50023
60618,93140
60619,47647
60620,46622
60621,37228
60622,117044
60623,41583
60624,43171
60625,82587
60626,58065
60628,51239
60629,54869
60630,83236
60631,105921
60632,52693
60633,69955
60634,75509
60636,42623
60637,63422
60638,78035
60639,52095
60640,82271
60641,71307
60642,112294
60643,85843
60644,46471
60645,72546
60646,118004
60647,91035
60649,49035
60651,49542
60652,74450
60653,59475
60654,142756
60655,102853
60656,81043
60657,127669
60659,66679
60660,70000
60661,131448
60706,77634
60707,74804
60712,120379
60714,75906
60803,66401
60804,53639
60805,86838
60827,49404
60901,59498
60910,48005
60911,70355
60912,55565
60913,77996
60914,78727
60915,61685
60917,61087
60918,59034
60919,66977
60920,47151
60921,48663
60922,68514
60924,71361
60926,N
60927,80559
60928,56951
60929,51534
60930,60916
60931,63347
60932,94353
60933,54625
60934,53793
60935,81961
60936,66421
60938,57333
60940,71141
60941,81150
60942,57319
60945,48521
60946,81112
60948,90233
60949,54655
60950,73556
60951,74111
60952,54237
60953,50032
60954,64987
60955,63058
60957,60970
60958,37225
60959,62295
60960,55738
60961,94869
60962,45745
60963,66504
60964,67840
60966,47211
60968,80675
60969,99500
60970,54818
60973,60752
60974,44182
61001,52483
61006,54090
61007,45780
61008,74698
61010,89599
61011,109173
61012,62757
61013,56687
61014,62330
61015,80318
61016,75234
61018,54037
61019,66363
61020,80603
61021,71659
61024,74110
61025,67599
61027,-
61028,57823
61030,60956
61031,83247
61032,51964
61036,70640
61037,59400
61038,61611
61039,59038
61041,63449
61042,51568
61043,59190
61044,66576
61046,63855
61047,65081
61048,61341
61049,82473
61050,48784
61051,55150
61052,69439
61053,62990
61054,60693
61057,61187
61059,45641
61060,57898
61061,72177
61062,73264
61063,76637
61064,60662
61065,70953
61067,61965
61068,59326
61070,61802
61071,54621
61072,88228
61073,95854
61074,54747
61075,59821
61077,N
61078,51128
61079,48421
61080,77264
61081,63910
61084,82635
61085,50436
61087,67019
61088,92501
61089,74317
61091,N
61101,41746
61102,46704
61103,52770
61104,37989
61107,77853
61108,60079
61109,51067
61111,70559
61112,-
61114,90493
61115,61424
61201,58584
61230,61542
61231,68339
61232,82385
61234,71528
61235,60055
61236,57927
61238,67664
61239,41582
61240,81124
61241,71165
61242,81697
61243,68479
61244,58122
61250,72226
61251,51221
61252,65453
61254,90521
61256,88284
61257,53831
61258,42628
61259,95946
61260,52450
61261,53077
61262,75900
61263,63937
61264,69270
61265,62884
61270,61558
61272,54792
61273,79100
61274,78571
61275,85806
61276,47912
61277,58609
61278,74502
61279,81265
61281,78373
61282,58245
61283,61957
61284,96056
61285,62006
61301,56361
61310,62895
61311,171529
61312,75343
61313,62659
61314,66233
61315,62591
61316,81360
61317,71392
61318,66030
61319,66554
61320,66760
61321,62619
61322,55134
61323,52478
61324,71640
61325,91017
61326,85004
61327,77686
61328,-
61329,72217
61330,75513
61331,N
61332,57035
61333,66600
61334,66905
61335,77462
61336,81663
61337,62375
61338,52242
61340,60323
61341,63451
61342,63951
61344,53816
61345,82150
61346,35759
61348,67630
61349,77905
61350,67522
61353,60566
61354,61418
61356,62617
61358,56008
61359,53993
61360,69911
61361,69278
61362,63968
61363,54425
61364,60020
61367,77300
61368,65745
61369,64650
61370,69958
61372,49690
61373,62958
61374,48804
61375,63329
61376,72468
61377,64237
61378,73587
61379,62538
61401,53271
61410,52580
61411,64615
61412,64545
61413,77163
61414,58397
61415,59614
61416,32335
61417,30146
61418,58711
61419,64149
61420,60544
61421,66043
61422,52068
61423,77833
61424,92062
61425,60949
61426,54983
61427,63218
61428,86081
61430,64129
61431,57886
