zip,Mean income (dollars)
12817,70648
12819,56498
12821,63749
12822,65544
12823,44192
12824,79508
12827,63229
12828,62064
12831,87702
12832,54049
12833,85496
12834,76420
12835,58751
12836,63698
12837,78164
12838,64674
12839,60162
12841,136204
12842,44619
12843,44464
12844,73761
12845,77856
12846,63590
12847,52466
12849,56733
12850,85982
12851,47612
12852,48140
12853,47066
12855,46636
12856,57711
12857,56152
12858,7090
12859,81504
12860,41868
12861,64462
12862,-
12863,94159
12864,N
12865,56198
12866,102476
12870,63356
12871,78890
12872,24867
12873,50427
12874,59775
12878,55167
12883,70327
12884,67449
12885,56301
12886,75453
12887,53271
12901,58005
12903,59148
12910,64770
12911,N
12912,68911
12913,58570
12914,63210
12916,68648
12917,58724
12918,68874
12919,52948
12920,64265
12921,86245
12922,45500
12923,61319
12924,51084
12926,68488
12927,61473
12928,53791
12929,54723
12930,65078
12932,58056
12933,N
12934,66044
12935,64026
12936,71022
12937,53518
12939,58764
12941,61566
12942,60727
12943,52197
12944,61408
12945,91797
12946,70732
12950,55058
12952,47879
12953,67589
12955,66413
12956,49427
12957,57991
12958,64191
12959,54068
12960,70724
12961,40589
12962,72316
12964,107035
12965,53005
12966,46378
12967,49673
12969,49945
12970,57967
12972,82286
12973,63541
12974,68369
12975,80519
12976,67555
12977,N
12978,40738
12979,71305
12980,51695
12981,64947
12983,59868
12985,52007
12986,64750
12987,47767
12989,63207
12992,64035
12993,64251
12996,66679
12997,65896
12998,42746
13020,60464
13021,65327
13024,-
13026,66307
13027,86084
13028,66894
13029,83120
13030,71994
13031,88715
13032,69122
13033,69961
13034,79655
13035,103825
13036,64719
13037,79864
13039,93199
13040,60900
13041,94194
13042,64921
13044,75463
13045,63044
13051,13353
13052,60130
13053,76868
13054,55408
13057,68284
13060,72976
13061,62814
13062,65015
13063,89730
13064,134273
13066,119536
13068,69437
13069,59805
13071,62895
13072,57616
13073,74456
13074,57952
13076,69622
13077,63997
13078,136746
13080,72245
13081,88379
13082,72174
13083,60440
13084,68155
13087,85950
13088,67081
13090,82301
13092,65492
13101,67854
13102,N
13103,65067
13104,137424
13108,91100
13110,82983
13111,48782
13112,66726
13113,66580
13114,69148
13115,67476
13116,70399
13117,61244
13118,63803
13120,79666
13122,72969
13123,75185
13124,50646
13126,66569
13131,68771
13132,71843
13134,68822
13135,66460
13136,49767
13138,-
13140,58676
13141,60663
13142,55715
13143,53377
13144,49420
13145,65258
13146,56002
13147,86031
13148,64187
13152,135259
13153,71815
13155,54900
13156,69193
13157,42411
13158,58134
13159,88706
13160,73531
13162,61959
13163,60661
13164,80522
13165,62888
13166,70174
13167,63897
13202,58239
13203,57104
13204,46693
13205,46747
13206,52185
13207,60133
13208,49521
13209,62125
13210,51709
13211,54769
13212,70073
13214,89290
13215,104245
13219,72087
13224,77062
13290,-
13301,95142
13302,49290
13303,80951
13304,107054
13305,72754
13308,58331
13309,63040
13310,41000
13312,55663
13313,48703
13314,65189
13315,56084
13316,57208
13317,55024
13318,62513
13319,29685
13320,64023
13321,45395
13322,57009
13323,83110
13324,52357
13325,75927
13326,81542
13327,59605
13328,73790
13329,54629
13331,51716
13332,54483
13333,N
13334,84938
13335,67524
13337,78729
13338,51752
13339,54587
13340,59007
13341,94660
13342,65342
13343,63776
13345,68860
13346,81302
13348,65051
13350,55025
13352,46981
13353,17914
13354,78834
13355,55681
13357,57221
13360,53841
13361,62769
13362,48445
13363,65236
13364,35448
13365,61656
13367,73820
13368,61406
13402,55398
13403,104734
13404,35561
13406,77227
13407,61115
13408,62096
13409,62037
13410,61626
13411,54019
13413,104308
13415,49936
13416,66091
13417,57097
13418,80707
13420,50861
13421,63638
13424,62629
13425,67941
13428,67889
13431,69516
13433,49410
13435,68441
13436,35659
13437,54424
13438,66795
13439,54938
13440,66765
13441,N
13450,32558
13452,54299
13454,45791
13456,91086
13459,57706
13460,59086
13461,81965
13464,60628
13468,53385
13469,78851
13470,65670
13471,51570
13472,62824
13473,71796
13475,N
13476,74714
13477,79840
13478,55221
13480,64174
13483,53752
13484,75311
13485,53212
13486,63508
13488,89389
13489,53651
13490,73870
13491,69092
13492,74687
13493,52306
13494,58318
13495,60963
13501,51442
13502,54403
13601,59019
13602,48343
13603,53155
13605,62134
13606,64037
13607,52377
13608,51704
13612,68092
13613,51527
13614,59677
13615,63319
13616,48890
13617,64388
13618,58552
13619,61500
13620,69268
13621,55386
13622,53759
13623,N
13624,74805
13625,59053
13626,61836
13628,51565
13630,61969
13633,59686
13634,69519
13635,47249
13636,60054
13637,58930
13638,37619
13639,57249
13640,108507
13641,N
13642,53372
13643,-
13646,54528
13647,82358
13648,58114
13650,100885
13651,99502
13652,58058
13654,56048
13655,54477
13656,64107
13658,68862
13659,61087
13660,58689
13661,73911
13662,54901
13664,59458
13665,84153
13666,43642
13667,54519
13668,60157
13669,67590
13670,43610
13672,60195
13673,54009
13674,N
13675,61521
13676,68044
13677,N
13678,63816
13679,51232
13680,91808
13681,52460
13682,76395
13684,69889
13685,67041
13687,60849
13690,59221
13691,88486
13692,N
13693,68276
13694,67333
13695,50538
13696,N
13697,85366
13730,64208
13731,56179
13732,89498
13733,65727
13734,54794
13736,60453
13739,64318
13740,73016
13743,76067
13744,62933
13746,69366
13748,59918
13750,55794
13751,46439
13752,52504
13753,67047
13754,57827
13755,43542
13756,50010
13757,58394
13760,71557
13774,63846
13775,63866
13776,56825
13777,54247
13778,69044
13780,66640
13782,56753
13783,53109
13784,30741
13786,55203
13787,52529
13788,57617
13790,56664
13794,73307
13795,69584
13796,64108
13797,55602
13801,48579
13802,69364
13803,73236
13804,63105
13806,60085
13807,63799
13808,58096
13809,58461
13810,57263
13811,92464
13812,61826
13813,46115
13815,59952
13820,59434
13825,58604
13826,-
13827,68400
13830,53881
13832,59662
13833,61641
13834,39284
13835,66808
13838,51927
13839,48242
13841,69562
13842,68593
13843,56874
13844,49112
13845,N
13846,42260
13847,44033
13849,68530
13850,86056
13856,45965
13859,61175
13860,76893
13861,74396
13862,70192
13863,67975
13864,57861
13865,67054
13901,61034
13902,N
13903,67509
13904,53589
13905,51817
14001,71959
14004,73871
14005,62032
14006,71505
14008,63881
14009,55872
14011,68488
14012,64968
14013,57575
14020,61398
14024,60797
14025,73948
14026,96468
14028,62959
14030,64395
14031,114680
14032,134156
14033,103201
14034,65165
14035,N
14036,70106
14037,77530
14039,67995
14040,69551
14041,46895
14042,48615
14043,64968
14047,69396
14048,49764
14051,130790
14052,93050
14054,66248
14055,73218
14057,73257
14058,67216
14059,91741
14060,63950
14061,65739
14062,60760
14063,62168
14065,52543
14066,58740
14067,69441
14068,109747
14069,59956
14070,57425
14072,91790
14075,86007
14080,78633
14081,62994
14082,62597
14085,97282
14086,90317
14091,73559
14092,84833
14094,68848
14098,61099
14101,60841
14102,79831
14103,55266
14105,74655
14108,75716
14109,-
14111,71774
14112,-
14113,51002
14120,76642
14125,62716
14126,59202
14127,116126
14129,59669
14130,56137
14131,75135
14132,70968
14134,60505
14135,28030
14136,53875
14138,56826
14139,80450
14141,66412
14143,61243
14145,59746
14150,64587
14167,63032
14168,51046
14169,41449
14170,122468
14171,55158
14172,77342
14173,39677
14174,83834
14201,47194
14202,98274
14203,63663
14204,43270
14206,49213
14207,43712
14208,39752
14209,61749
14210,48157
14211,39265
14212,37620
14213,45764
14214,66919
14215,43404
14216,69808
14217,66437
14218,49489
14219,57016
14220,60333
14221,114081
14222,80631
14223,73512
14224,74760
14225,56503
14226,83253
14227,64663
14228,78569
14261,N
14301,39941
14302,-
14303,37399
14304,62718
14305,52801
14411,59721
14414,74409
14415,60549
14416,65991
14418,86369
14420,67352
14422,74614
14423,64024
14424,73912
14425,79092
14427,61813
14428,81780
14432,61311
14433,57643
14435,78802
14437,62225
14441,68372
14445,57898
14450,99807
14454,61471
14456,59170
14462,68196
14464,64399
14466,63566
14467,89861
14468,74546
14469,66544
14470,65195
14471,66076
14472,121698
14475,71300
14476,57100
14477,69321
14478,76043
14479,63107
14480,33833
14481,55572
14482,63943
14485,63524
14486,70639
14487,79179
14489,57139
14502,84174
14504,60483
14505,74307
14506,132335
14507,69047
14510,48735
14511,55540
14512,60969
14513,51685
14514,92420
14516,73880
14517,52475
14519,74844
14521,61212
14522,58508
14525,68213
14526,105471
14527,66564
14529,76409
14530,53569
14532,65755
14533,67404
14534,149214
14536,53758
14537,57841
14539,73672
14541,66394
14542,N
14543,98398
14544,65429
14545,61127
14546,64887
14548,66523
14549,41029
14550,76793
14551,52112
14555,57657
14559,85367
14560,69657
14561,74120
14564,139010
14568,89523
14569,65542
14571,69459
14572,58572
14580,90772
14585,39022
14586,84748
14588,N
14589,71729
14590,53817
14591,62583
14592,84672
14604,45518
14605,37225
14606,54028
14607,58798
14608,39172
14609,56252
14610,91279
14611,35623
14612,74733
14613,42469
14614,71142
14615,47047
14616,59018
14617,82392
14618,122871
14619,47492
14620,59582
14621,39323
14622,63515
14623,60153
14624,71388
14625,86719
14626,75901
14627,-
14701,51642
14706,60836
14707,70398
14708,64719
14709,56302
14710,62427
14711,47386
14712,74112
14714,55283
14715,57762
14716,51848
14717,49341
14718,55566
14719,55413
14720,46225
14721,32740
14722,92910
14723,55046
14724,69952
14726,41684
14727,63156
14728,63505
14729,76328
14731,75981
14732,51833
14733,49824
14735,47566
14736,58898
14737,53938
14738,65799
14739,42233
14740,63742
14741,62792
14742,75673
14743,50882
14744,58985
14747,55040
14748,37949
14750,75113
14752,64197
14753,50696
14754,53191
14755,53425
14756,N
14757,65472
14760,61230
14767,54408
14769,52379
14770,62576
14772,51907
14774,60626
14775,55205
14777,45708
14778,-
14779,43255
14781,59399
14782,50805
14783,42859
14784,58653
14787,51849
14788,80509
14801,56244
14802,51574
14803,55417
14804,61122
14805,68601
14806,60519
14807,55059
14808,48754
14809,52549
14810,58830
14812,64300
14813,51974
14814,73969
14815,52922
14816,72265
14817,60558
14818,52297
14819,53015
14820,50634
14821,64592
14822,45919
14823,54268
14824,47769
14825,55374
14826,57001
14827,N
14830,82498
14836,60502
14837,66851
14838,63611
14839,59445
14840,74199
14841,160932
14842,39238
14843,53317
14845,83252
14846,54524
14847,52066
14850,76828
14853,-
14854,N
14855,55858
14856,25430
14858,65571
14859,73322
14860,59304
14861,62500
14864,58558
14865,54463
14867,66402
14869,62138
14870,86673
14871,75967
14872,60703
14873,64165
14874,46055
14877,55403
14878,69074
14879,59364
14880,58112
14881,96044
14882,99140
14883,58229
14884,61389
14885,48287
14886,76371
14889,66760
14891,60522
14892,63723
14893,-
14894,54279
14895,54219
14897,53500
14898,52013
14901,44156
14903,74600
14904,50117
14905,82672
15001,68594
15003,54507
15004,50841
15005,87773
15006,89945
15007,70414
15009,79353
15010,74977
15012,73299
15014,75221
15015,145087
15017,91039
15018,52790
15019,64154
15020,72842
15021,63191
15022,56543
15024,84505
15025,84536
15026,74661
15027,69349
15028,43611
15030,62001
15031,56331
15033,54208
15034,61499
15035,53386
15037,74420
15038,41492
15042,67886
15043,74642
15044,128153
15045,46991
15046,73863
15047,56522
15049,54248
15050,70592
15051,137389
15052,62978
15053,67200
15054,54374
15055,59420
15056,69457
15057,101204
15059,49669
15060,55465
15061,70197
15062,53137
15063,65960
15064,43072
15065,59010
15066,57728
15067,58474
15068,66404
15071,86033
15072,191955
15074,62825
15075,50115
15076,41780
15077,43438
15078,77562
15081,55647
15082,N
15083,46870
15084,56425
15085,84946
15086,69163
15087,92626
15088,64181
15089,67057
15090,155314
15101,112982
15102,91835
15104,35829
15106,67677
15108,88809
15110,55521
15112,41920
15116,87511
15120,60475
15122,69679
15126,89416
15129,76021
15131,69773
15132,42523
15133,59880
15135,64190
15136,71039
15137,59707
15139,85391
15140,43628
15142,211992
15143,147930
15144,68750
15145,49163
15146,75194
15147,62264
15148,37806
15201,71958
15202,64902
15203,80204
15204,48174
15205,72668
15206,68975
15207,63677
15208,73679
15209,76804
15210,52509
15211,70251
15212,60266
15213,37825
15214,59230
15215,112219
15216,74380
15217,115683
15218,69438
15219,46782
15220,83845
15221,57330
15222,132838
15223,57610
15224,57623
15225,56429
15226,64168
15227,68760
15228,134004
15229,76073
15232,81868
15233,65650
15234,67486
15235,66647
15236,78071
15237,99908
15238,146090
15239,78743
15241,149381
15243,131172
15260,-
15290,-
15301,69899
15310,46471
15311,73966
15312,79628
15313,60744
15314,60576
15315,60747
15316,53979
15317,101699
15320,72870
15321,84178
15322,60099
15323,66674
15324,54471
15325,34020
15327,65197
15329,75115
15330,93112
15331,57460
15332,72357
15333,69461
15334,88168
15337,64474
15338,74495
15340,95743
15341,66966
15342,67167
15344,69831
15345,65785
15346,49467
15347,110523
15348,47367
15349,63433
15350,52839
15351,49517
15352,63928
15353,45130
15357,54838
15358,57120
15359,63394
15360,78697
15361,N
15362,55016
15363,60569
15364,72978
15366,95752
15367,153778
15368,38602
15370,69253
15376,68358
15377,73116
15378,N
15379,64223
15380,55917
15401,64532
15410,52697
15411,67890
15412,72876
15413,50974
15417,60369
15419,60675
15420,N
15421,-
15422,N
15423,89820
15424,46480
15425,59825
15427,59031
15428,71603
15429,63129
15430,47915
15431,56966
15432,48647
15433,75508
15434,59434
15435,56573
15436,54504
15437,58565
15438,58530
15440,52881
15442,62292
15443,N
15444,28305
15445,62078
15446,41110
15447,-
15448,70812
15449,65254
15450,52564
15451,62594
15454,N
15455,37670
15456,56380
15458,60132
15459,56098
15460,30863
15461,50022
15462,92378
15463,-
15464,57355
15466,55850
15467,53800
15468,50613
15469,53686
15470,89135
15472,N
15473,63641
15474,53080
15475,54547
15476,-
15477,55261
15478,56772
15479,61253
15480,59888
15482,57916
15483,64935
15484,66803
15486,77506
15489,55644
15490,55690
15492,51364
15501,67588
15502,82188
15510,-
15520,47546
15521,56787
15522,60341
15530,57583
15531,52402
15532,42699
15533,47529
15534,56967
15535,60698
15536,62850
15537,55646
15538,67581
15539,53715
15540,63432
15541,64138
15542,63791
15544,27751
15545,55330
15546,61497
15547,57279
15550,59959
15551,50347
15552,57985
15554,75204
15555,51951
15557,62160
15558,55403
15559,55580
15560,75922
15561,54859
15562,69362
15563,54394
15564,61855
15601,80219
15610,70412
15611,55543
15612,236520
15613,73525
15615,106391
15616,N
15617,47942
15618,53788
15620,46716
15621,N
15622,73242
15623,51380
15624,59753
15625,N
15626,87971
15627,52099
15628,53651
15629,41624
15631,52566
15632,98418
15633,89132
15634,57225
15635,67764
15636,118532
15637,68407
15638,51829
15639,81450
15640,92864
15641,54184
15642,85499
15644,64286
15646,46969
15647,62364
15650,70141
15655,58375
15656,68455
15658,71475
15660,53524
15661,51027
15662,N
15663,62828
15665,64831
15666,61723
15668,114935
15670,70743
15671,54570
15672,75974
15673,58314
15675,67860
15676,40812
15677,67475
15678,54688
15679,63351
15680,47520
15681,69239
15683,61189
15684,49992
15686,65853
15687,72161
15688,51698
15689,44495
15690,54048
15691,-
15692,61671
15693,N
15695,72955
15696,63529
15697,56699
15698,64327
15701,59288
15710,68915
15711,57435
15712,88040
15713,31847
15714,58519
15715,59731
15716,52001
15717,71341
15721,46011
15722,56617
15723,N
15724,56852
15725,66414
15727,41449
15728,47062
15729,46481
15730,49144
15731,32019
15732,66237
15733,42564
15734,57707
15736,61155
15737,48355
15738,34233
15739,56212
15741,56350
15742,67001
15744,66284
15745,63766
15746,66336
15747,63501
15748,57164
15750,45251
15752,N
15753,60714
15754,51463
15756,49551
15757,53492
15759,54351
15760,44338
15761,49291
15762,71410
15764,59231
15765,67517
15767,56692
15770,80824
15771,57282
15772,50531
15773,55206
15774,90447
15775,69690
15776,56832
15777,49358
15778,61818
15779,60863
15780,75772
15781,75283
15783,79155
15784,48633
15801,51979
15821,40130
15823,56238
15824,58023
15825,59260
15827,50943
15828,47902
15829,58089
15832,54336
15834,60592
15840,56223
15841,50791
15845,55151
15846,55974
15847,36723
15848,59784
15849,50945
15851,52037
15853,58578
15856,62952
15857,68259
15860,51161
15861,43292
15863,45629
15864,58851
15865,48503
15866,67916
15868,58331
15870,60324
15901,27776
15902,41574
15904,69062
15905,71600
15906,42490
15909,56046
15920,67344
15921,35122
15922,31669
15923,60916
15924,51784
15925,46615
15926,58325
15927,44505
15928,67416
15929,18757
15930,N
15931,75944
15934,98682
15935,64792
15936,55704
15937,63038
15938,61938
15940,71254
15942,80017
15943,56808
15944,60575
15945,44162
15946,62319
15948,43830
15949,54052
15951,91977
15952,60873
15953,92330
15954,64359
15955,71729
15956,48587
15957,61813
15958,69231
15960,42685
15961,70069
15962,57776
15963,61329
16001,64216
16002,81280
16020,52263
16022,47350
16023,72802
16024,67352
16025,70248
16027,79504
16028,55629
16029,61428
16030,48419
16033,86268
16034,69934
16035,62533
16036,46576
16037,84995
16038,66211
16040,58078
16041,60392
16045,54799
16046,130286
16048,51929
16049,61451
16050,59690
16051,57873
16052,67039
16053,88108
16054,55268
16055,84940
16056,67188
16057,56993
16059,92296
16061,65421
16063,82282
16066,127105
16101,57067
16102,67090
16105,82480
16110,74343
16111,60247
16112,64591
16113,69214
16114,55803
16115,64213
16116,73982
16117,62101
16120,63557
16121,41937
16123,79742
16124,59981
16125,60706
16127,65209
16130,56940
16131,52851
16132,58393
16133,60422
16134,56004
16136,45426
16137,63828
16140,-
16141,72729
16142,69012
16143,56928
16145,61512
16146,49137
16148,73154
16150,59400
16151,42820
16153,57725
16154,53596
16155,N
16156,66128
16157,60282
16159,62192
16160,63608
16161,42589
16201,65204
16210,55301
16211,49374
16212,45973
16213,52758
16214,46774
16217,49876
16218,56732
16222,61636
16223,43134
16224,57671
16226,55744
16228,51805
16229,71020
16230,45596
16232,55666
16233,102904
16235,67872
16236,55108
16238,67399
16239,38471
16240,53659
16242,56651
16244,40884
16245,55838
16246,54416
16248,52545
16249,56899
16250,36474
16253,38447
16254,60482
16255,59898
16256,58512
16258,50640
16259,59968
16260,90005
16262,67262
16263,69361
16301,57188
16311,59280
16312,-
16313,49790
16314,63298
16316,63207
16317,50729
16319,60977
16321,36119
16322,42000
16323,56673
16326,67025
16327,66343
16328,51017
16329,43478
16331,89548
16332,21147
16333,48432
16334,56946
16335,58899
16340,54440
16341,51823
16342,56023
16343,35479
16344,43787
16345,80941
16346,50068
16347,51351
16350,60874
16351,50195
16352,52222
16353,43936
16354,55751
16360,63956
16361,N
16362,66881
16364,70239
16365,60913
16370,50137
16371,56700
16372,57921
16373,60965
16374,61679
16401,56915
16402,62379
16403,63339
16404,49458
16405,51154
16406,58708
16407,53551
16410,66759
16411,71304
16412,58299
16415,104360
16416,45409
16417,62982
16420,45682
16421,73762
16422,43525
16423,56515
16424,64374
16426,75558
16427,66142
16428,70676
16433,63443
16434,56254
16435,59349
16436,48388
16438,58665
16440,57958
16441,77374
16442,77041
16443,65241
16444,-
16501,20640
16502,40569
16503,30551
16504,51840
16505,82619
16506,82420
16507,41966
16508,55708
16509,80822
16510,70937
16511,65898
16546,-
16563,-
16601,56565
16602,55050
16611,53873
16613,64546
16616,47879
16617,55327
16619,51814
16620,50833
16621,55298
16622,72656
16623,70086
16624,59798
16625,52346
16627,58578
16630,61569
16631,35506
16633,64216
16634,52606
16635,68818
16636,64971
16637,49797
16638,54022
16639,52695
16640,56255
16641,53857
16645,61453
16646,58860
16647,64722
16648,78970
16650,60285
16651,59580
16652,53343
16655,60949
16656,59234
16657,51531
16659,49793
16661,50582
16662,66497
16664,61846
16665,68096
16666,51705
16667,56146
16668,53772
16669,59201
16670,48379
16671,58054
16672,55255
16673,61516
16674,61778
16677,77325
16678,52583
16679,45735
16680,46116
16682,N
16683,60881
16685,81912
16686,62772
16689,57009
16691,54914
16692,55461
16693,57830
16694,52937
16695,53739
16699,-
16701,63369
16720,59291
16724,56541
16725,47364
16726,53108
16727,76759
16728,61864
16729,53308
16730,38605
16731,61115
16732,56549
16733,57509
16734,54942
16735,60734
16738,62141
16740,49866
16743,55902
16744,64310
16745,49294
16746,53789
16748,55436
16749,58345
16750,61663
16801,66064
16802,N
16803,80239
16820,52052
16821,N
16822,58753
16823,65231
16825,48392
16826,55713
16827,92203
16828,99159
16829,56674
16830,60186
16832,71440
16833,56348
16834,63913
16835,65020
16836,52916
16837,45158
16838,53686
16839,48965
16840,46275
16841,63758
16843,21748
16844,64998
16845,59706
16847,59977
16848,71919
16849,79972
16851,99320
16852,80920
16853,34172
16854,57553
16855,62540
16858,54053
16859,70454
16860,72558
16861,72500
16863,57056
16865,83528
16866,58585
16868,72609
16870,107898
16871,40710
16872,54018
16874,68194
16875,72445
16876,60765
16877,75489
16878,56416
16879,53025
16881,59220
16882,63809
16901,69411
16911,66032
16912,60478
16914,60973
16915,63314
16917,58220
16920,58343
16921,45611
16922,50760
16923,54452
16925,61613
16926,68214
16927,50869
16928,55865
16929,65958
16930,56661
16932,55063
16933,56578
16935,61843
16936,79699
16937,59816
16938,60878
16939,57378
16940,62658
16941,48431
16942,63096
16943,40514
16946,53479
16947,60405
16948,47185
16950,50107
17002,54192
17003,74558
17004,58478
17005,75781
17006,54534
17007,90442
17009,52914
17010,N
17011,82970
17013,67307
17015,93672
17016,70300
17017,76434
17018,90866
17019,82579
17020,71876
17021,46482
17022,78667
17023,72043
17024,79243
17025,82665
17026,68828
17027,90299
17028,72025
17029,47369
17030,65150
17032,71155
17033,92504
17034,41806
17035,45762
17036,105077
17037,78473
17038,71185
17039,N
17040,65709
17041,73738
17042,70950
17043,74618
17044,53318
17045,59880
17046,57358
17047,60276
17048,61689
17049,71473
17050,102940
17051,59217
17052,54701
17053,73928
17055,85376
17056,N
17057,64257
17058,54411
17059,61310
17060,51743
17061,62986
17062,71742
17063,55477
17064,102971
17065,70789
17066,46843
17067,65433
17068,64828
17069,59951
17070,77853
17071,48393
17072,N
17073,67060
17074,65450
17075,42200
17076,N
17077,28863
17078,77538
17080,58314
17081,57778
17082,69563
17083,N
17084,71418
17086,66584
17087,73887
17088,73241
17090,68631
17093,59068
17094,65045
17097,48924
17098,55711
17099,42422
17101,45060
17102,73162
17103,40516
17104,43754
17109,54990
17110,73280
17111,79702
17112,88841
17113,51595
17120,-
17201,56957
17202,83325
17210,97219
17211,55598
17212,68427
17213,61735
17214,55016
17215,72736
17217,39935
17219,45106
17220,53881
17221,46748
17222,60275
17223,43108
17224,59328
17225,74550
17228,61324
17229,57264
17233,58768
17235,97436
17236,63563
17237,62329
17238,54134
17239,56731
17240,65926
17241,61089
17243,71236
17244,70522
17246,64357
17247,N
17249,47438
17250,-
17251,44254
17252,68607
17253,62905
17254,-
17255,64052
17256,N
17257,61157
17260,54440
17261,-
17262,61068
17263,70611
17264,55812
17265,50416
17266,53717
17267,63699
17268,64364
17270,N
17271,61397
17272,40662
17301,70755
17302,71991
17304,79054
17306,49417
17307,69904
17309,56057
17311,58263
17313,68109
17314,66293
17315,73421
17316,76611
17317,64492
17318,34630
17319,76780
17320,87025
17321,76143
17322,69978
17324,68140
17325,73472
17327,70484
17329,85455
17331,71698
17339,91161
17340,75053
17343,-
17344,58166
17345,69194
17347,79255
17349,89467
17350,67144
17352,65213
17353,78101
17355,66281
17356,70039
17360,93721
17361,94581
17362,79790
17363,90220
17364,73405
17365,74968
17366,64176
17368,75461
17370,79544
17371,74675
17372,75627
17401,37737
17402,82296
17403,77897
17404,73487
17406,76146
17407,82004
17408,78404
17501,59983
17502,81421
17505,62120
17507,-
17508,105282
17509,79819
17512,63932
17516,72336
17517,78706
17518,61924
17519,76362
17520,77395
17522,66670
17527,74722
17529,62724
17532,79375
17535,74630
17536,80120
17538,89059
17540,72489
17543,98212
17545,72723
17547,72375
17550,100636
17551,75525
17552,74375
17554,60466
17555,91565
17557,66877
17560,71690
17562,85369
17563,69396
17565,104095
17566,73395
17569,96472
17570,47150
17572,65459
17576,33904
17578,75034
17579,71467
17581,59558
17582,75525
17584,72814
17601,92395
17602,62528
17603,60916
17606,N
17701,55741
17702,60439
17721,68378
17723,55117
17724,58758
17727,48563
17728,67591
17729,50914
17730,N
17731,95310
17737,66129
17739,78517
17740,60646
17742,N
17744,57310
17745,57072
17747,60146
17748,60606
17749,58372
17750,79813
17751,65729
17752,57509
17754,83800
17756,67153
17758,51770
17760,61034
17762,62900
17763,60255
17764,40817
17765,68609
17767,53673
17768,48868
17771,63754
17772,75932
17774,58712
17776,50831
17777,56881
17778,64743
17779,N
17801,54767
17810,66293
17812,47449
17813,61254
17814,61789
17815,67450
17820,69815
17821,84664
17822,-
17823,53386
17824,70857
17827,63512
17829,73758
17830,58443
17832,67686
17834,60687
17835,53370
17836,62837
17837,82039
17840,56225
17841,59700
17842,61787
17844,64976
17845,53666
17846,69878
17847,59220
17850,52517
17851,58446
17853,62655
17855,60116
17856,65622
17857,61992
17859,68623
17860,68675
17861,57306
17862,44530
17864,56318
17865,48063
17866,48878
17867,54427
17868,72364
17870,73457
17872,43161
17876,51001
17878,62256
17880,208065
17881,54801
17884,47846
17885,44238
17886,59289
17887,31755
17888,63542
17889,72305
17901,61547
17920,61733
17921,55802
17922,75917
17923,54452
17925,60145
17929,61132
17930,56654
17931,60025
17933,N
17934,44985
17935,46532
17936,70022
17938,63628
17941,66232
17943,N
17944,52245
17945,45705
17946,N
17948,56430
17949,39954
17951,60151
17952,51885
17953,54333
17954,51928
17957,63387
17959,57392
17960,79231
17961,81724
17963,66048
17964,59250
17965,55298
17967,65048
17968,77047
17970,48120
17972,71411
17974,58160
17976,42510
17978,52963
17979,44107
17980,62906
17981,56953
17982,79713
17983,60681
17985,62396
18011,75274
18013,71915
18014,71442
18015,74767
18016,-
18017,87093
18018,63555
18020,103442
18030,60283
18031,102231
18032,62600
18034,111384
18035,80431
18036,106704
18037,72002
18038,88555
18040,102831
18041,76402
18042,66629
18045,91451
18046,N
18049,82335
18051,122108
18052,69254
18053,67027
18054,82052
18055,79026
18056,72714
18058,69423
18059,93849
18062,103235
18063,67019
18064,95466
18066,91985
18067,75812
18068,-
18069,114176
18070,65623
18071,65126
18072,78023
18073,85277
18074,99262
18076,88119
18077,103055
18078,102068
18079,47157
18080,72234
18081,31609
18083,69458
18085,80645
18086,98090
18087,59639
18088,83413
18091,80181
18092,100273
18101,30992
18102,40845
18103,71078
18104,92360
18105,-
18106,87777
18109,49230
18195,-
18201,50168
18202,53683
18210,60086
18211,78639
18212,63102
18214,65359
18216,56439
18218,45708
18219,78815
18220,78048
18221,50237
18222,85503
18223,69495
18224,53194
18225,N
18229,62739
18230,31082
18231,57393
18232,42959
18234,56324
18235,65365
18237,48294
18239,31032
18240,63423
18241,58251
18242,37662
18244,56072
18245,75772
18246,61496
18248,56791
18249,81339
18250,80025
18251,N
18252,54639
18254,51232
18255,66485
18256,58320
18301,71204
18302,73516
18321,62258
18322,78110
18323,N
18324,68541
18325,71766
18326,65953
18327,57487
18328,69513
18330,81609
18331,85980
18332,76216
18333,N
18334,74877
18335,76081
18336,66531
18337,88716
18340,148470
18342,39165
18343,78591
18344,77775
18346,67587
18347,51447
18349,136345
18350,92987
18351,73525
18352,89246
18353,87000
18354,112878
18355,88861
18356,76026
18357,N
18360,72663
18370,68122
18371,115990
18372,70191
18403,82893
18405,60290
18407,59031
18411,98376
18413,27748
18414,86092
18415,68599
18417,52684
18419,66148
18420,43306
18421,61023
18424,72772
18425,69042
18426,55784
18427,N
18428,68763
18430,N
18431,58703
18433,69049
18434,63731
18435,102224
18436,58405
18437,52258
18438,67960
18439,58499
18441,39332
18443,90145
18444,85662
18445,74940
18446,59481
18447,70093
18451,85467
18452,52987
18453,52131
18454,N
18455,69879
18456,75385
18457,48958
18458,72886
18459,N
18460,37438
18461,45077
18462,53725
18463,115575
18464,94726
18465,57620
18466,67397
18469,69205
18470,75935
18471,133263
18472,59438
18473,62991
18503,52271
18504,56001
18505,55719
18507,76269
18508,47453
18509,63647
18510,54650
18512,61167
18517,51868
18518,63300
